Part Number,Status,Characteristic,Specific Applications,Length,Width,Thickness,Temperature characteristics,Rated Voltage,Capacitance,Tolerance of capacitance,Notes,,,
GCM3195C1H223FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,22000pF,±1%,,1E-12,22000,0.000000022
GCM3195C1H223GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,22000pF,±2%,,1E-12,22000,0.000000022
GCM3195C1H223JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,22000pF,±5%,,1E-12,22000,0.000000022
GCM3195C1J223GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),63Vdc,22000pF,±2%,,1E-12,22000,0.000000022
GCM3195C1J223JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),63Vdc,22000pF,±5%,,1E-12,22000,0.000000022
GCM3195C1K223GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),80Vdc,22000pF,±2%,,1E-12,22000,0.000000022
GCM3195C1K223JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),80Vdc,22000pF,±5%,,1E-12,22000,0.000000022
GCM155L81C273KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM155L81C273MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM155R71C273KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM155R71C273MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM155R71E273KA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM155R71E273MA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM188L81H273KA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM188L81H273MA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM219R72A273KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),100Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM219R72A273MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),100Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM21BR72A273KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM21BR72A273MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM3195C1H273FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,27000pF,±1%,,1E-12,27000,0.000000027
GCM3195C1H273GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,27000pF,±2%,,1E-12,27000,0.000000027
GCM3195C1H273JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM3195C1K273GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),80Vdc,27000pF,±2%,,1E-12,27000,0.000000027
GCM3195C1K273JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),80Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM32E5C2J273FX03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,2.5 ±0.15mm,2.5 ±0.15mm,C0G(EIA),630Vdc,27000pF,±1%,,1E-12,27000,0.000000027
GCM32E5C2J273GX03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,2.5 ±0.15mm,2.5 ±0.15mm,C0G(EIA),630Vdc,27000pF,±2%,,1E-12,27000,0.000000027
GCM32E5C2J273JX03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,2.5 ±0.15mm,2.5 ±0.15mm,C0G(EIA),630Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM55Q7U2J273JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",5.7 ±0.4mm,5.0 ±0.4mm,1.5 +0/-0.3mm,U2J(EIA),630Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM188R71E273JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM188R71E273KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM188R71E273MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM188R71H273JA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM188R71H273KA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM188R71H273MA55#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM219R71H273JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM219R71H273KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM219R71H273MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),50Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM21BR71H273JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM21BR71H273KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,27000pF,±10%,,1E-12,27000,0.000000027
GCM21BR71H273MA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),50Vdc,27000pF,±20%,,1E-12,27000,0.000000027
GCM3195C1J273GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),63Vdc,27000pF,±2%,,1E-12,27000,0.000000027
GCM3195C1J273JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),63Vdc,27000pF,±5%,,1E-12,27000,0.000000027
GCM155L81C333KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM155L81C333MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),16Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM155L8EH333KE07#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),50Vdc,33000pF,±10%,Derating4,1E-12,33000,0.000000033
GCM155R71C333KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM155R71C333MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),16Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM155R71E333KA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM155R71E333MA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),25Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM155R71H333KE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM155R71H333ME02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM188L81H333KA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM188L81H333MA55#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM188R71H333KA55#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM188R91H333KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8R(EIA),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM188R91H333MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8R(EIA),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM219R72A333KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),100Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM219R72A333MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X7R(EIA),100Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM21BR72A333KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM21BR72A333MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X7R(EIA),100Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM21BR91H333KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),50Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM21BR91H333MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),50Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM21BR92A333KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),100Vdc,33000pF,±10%,,1E-12,33000,0.000000033
GCM21BR92A333MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,X8R(EIA),100Vdc,33000pF,±20%,,1E-12,33000,0.000000033
GCM3195C1H333FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,33000pF,±1%,,1E-12,33000,0.000000033
GCM3195C1H333GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,33000pF,±2%,,1E-12,33000,0.000000033
GCM3195C1H333JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM3195C1K333GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),80Vdc,33000pF,±2%,,1E-12,33000,0.000000033
GCM3195C1K333JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 ±0.15mm,1.6 ±0.15mm,0.85 ±0.1mm,C0G(EIA),80Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM32E5C2J333FX0A#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 +0.35/-0.3mm,2.5 +0.35/-0.2mm,2.5 +0.35/-0.2mm,C0G(EIA),630Vdc,33000pF,±1%,,1E-12,33000,0.000000033
GCM32E5C2J333GX0A#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 +0.35/-0.3mm,2.5 +0.35/-0.2mm,2.5 +0.35/-0.2mm,C0G(EIA),630Vdc,33000pF,±2%,,1E-12,33000,0.000000033
GCM32E5C2J333JX0A#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",3.2 +0.35/-0.3mm,2.5 +0.35/-0.2mm,2.5 +0.35/-0.2mm,C0G(EIA),630Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM55D7U2J333JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",5.7 ±0.4mm,5.0 ±0.4mm,2.0 +0/-0.3mm,U2J(EIA),630Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM21B5C2A333GE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,C0G(EIA),100Vdc,33000pF,±2%,,1E-12,33000,0.000000033
GCM21B5C2A333JE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,1.25 ±0.15mm,C0G(EIA),100Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM188R71E333JA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,33000pF,±5%,,1E-12,33000,0.000000033
GCM188R71E333KA37#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X7R(EIA),25Vdc,33000pF,±10%,,1E-12,33000,0.000000033
